"id_org","org_name","id","stat","requester","date","subject","descript","tag"
"1341473058","","1607","closed","2165248378",2015-12-02,"Asesoría","A quien corresponda\n\nEl motivo del presente es para informarles que en la plataforma datos.gob.mx se encuentra algunos conjuntos de datos repetidos, tal es el caso de","inventario"
"1341473058","","1441","closed","2165248378",2015-11-10,"RV","Buenas tardes\n\nNuevamente solicito su apoyo para resolver el asunto planteado anteriormente, además solicito me aclaren porque en la plataforma Adela aparecen recursos con el estatus “publicado”, es el caso del conjunto “educación indígena”, pero que no aparecen en la plataforma datos.gob.mx\n\nSaludos\n\nDe","adela"
"1341473058","","1813","open","1272622977",2015-12-21,"RV","Por medio del presente envío el mapeo de Datos Abierto de la Comisión Nacional para el Desarrollo de los Pueblos Indígenas.\n\nSin más por el momento le envío un cordial saludo.\n\n\n[cid","medio"
"1487588487","","1542","closed","1290676758",2015-11-26,"Modificación de nombre en indicador","Estimado Rodolfo \n\nDe acuerdo a lo solicitado el día de hoy vía telefónica, le informo que ya se hizo la modificación en el nombre del indicador especies hongos y plantas, ya se ve reflejado también en datos.gob.mx.\n\nSaludos cordiales. ,","null"
"256154528","null","409","closed","1154750628",2015-08-30,"Sitios caidos","Hay 219 ligas rotas de 16 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","1179","closed","1154750628",2015-10-23,"Sitios caidos","Hay 77 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","637","closed","1154750628",2015-09-18,"Sitios caidos","Hay 152 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","287","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","276","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","273","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","1","closed","1154750628",2015-07-23,"Este es un ticket de muestra solicitado y enviado por usted","Este es el primer comentario. Si lo desea puede borrar este ticket de muestra.","muestra"
"256154528","null","931","closed","1154750628",2015-10-06,"Sitios caidos","Hay 198 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","274","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","887","closed","1154750628",2015-09-30,"Sitios caidos","Hay 205 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","280","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","60","closed","1154750628",2015-08-13,"Sitios caidos","Hay 215 ligas rotas de 15 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","103","closed","1154750628",2015-08-19,"Sitios caidos","Hay 223 ligas rotas de 17 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","2","closed","1154750628",2015-07-23,"sistema de monitoreo como RIemann o Zabbix","Necesitamos medir y alertar cuando los datasets no están disponibles","null"
"256154528","null","266","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","410","closed","1154750628",2015-08-31,"Sitios caidos","Hay 324 ligas rotas de 18 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","972","closed","1154750628",2015-10-10,"Sitios caidos","Hay 448 ligas rotas de 20 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","974","closed","1154750628",2015-10-11,"Sitios caidos","Hay 420 ligas rotas de 18 instituciones.\n\n            El informe completo se encuentra en","closed_by_merge"
"256154528","null","680","closed","1154750628",2015-09-21,"Sitios caidos","Hay 234 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","9","closed","1149752857",2015-07-31,"Form para capturar Inventario Institucional de Datos","Ricardo cuales son los campos que necesitamos capturar? Para armar el formulario de captura.,","null"
"256154528","null","284","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","1389","closed","1678075398",2015-11-04,"Error datos.gob.mx en Internet Explorer","Estimado Carlos Maya","null"
"256154528","null","1180","closed","1154750628",2015-10-23,"Sitios caidos","Hay 158 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","267","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","275","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","289","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","1134","closed","1184046918",2015-10-21,"Problemas con plataforma ADELA","Estimado Osvaldo","null"
"256154528","null","933","closed","1154750628",2015-10-07,"Sitios caidos","Hay 617 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","441","closed","1154750628",2015-09-02,"Sitios caidos","Hay 220 ligas rotas de 17 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","427","closed","1154750628",2015-09-01,"Sitios caidos","Hay 321 ligas rotas de 17 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","484","closed","1154750628",2015-09-04,"Generar macro para respuesta default de actualizacion de datos","Generar macro para respuesta default de actualizacion de datos","null"
"256154528","null","523","closed","1154750628",2015-09-10,"Agregar campos custom a los usuarios","Para alli capturar dicha info","null"
"256154528","null","525","closed","1154750628",2015-09-10,"Sitios caidos","Hay 227 ligas rotas de 18 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","1359","closed","1154750628",2015-11-02,"Sitios caidos","Hay 197 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","298","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","1361","closed","1154750628",2015-11-03,"Sitios caidos","Hay 212 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","906","closed","1154750628",2015-10-02,"Sitios caidos","Hay 192 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","213","closed","1154750628",2015-08-27,"Sitios caidos","Hay 224 ligas rotas de 17 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","692","closed","1154750628",2015-09-22,"Sitios caidos","Hay 153 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","1244","closed","1720878627",2015-10-26,"Re","Hola Córsica\n\nYa nos escribió también David Bermúdez. Copio al escuadrón también para que le den seguimiento.\n\nEl registro ya cerró la semana pasada. Si necesitan una nueva clave pueden escribir a registration@opengovpartnerchip.com<mailto","gobierno"
"256154528","null","547","closed","1154750628",2015-09-14,"Sitios caidos","Hay 228 ligas rotas de 18 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","1080","closed","1720878627",2015-10-19,"Fwd","---------- Mensaje reenviado ----------\nDe","gobierno"
"256154528","null","281","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","1097","closed","1720878627",2015-10-20,"Fwd","---------- Mensaje reenviado ----------\nDe","administración"
"256154528","null","268","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","295","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","919","closed","1263724987",2015-10-05,"PRUEBA","PRUEBA","null"
"256154528","null","631","closed","1154750628",2015-09-17,"Sitios caidos","Hay 142 ligas rotas de 15 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","283","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","1752","closed","1184046918",2015-12-15,"Liga rota","Buenas tardes Enrique","liga_rota"
"256154528","null","715","closed","1154750628",2015-09-22,"Desarrollo de reporteo de uptime diario","Se desarrolló un nuevo reporte historico descargable diariamente en http","null"
"256154528","null","300","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","1184","closed","1154750628",2015-10-23,"Sitios caidos","Hay 168 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","1230","closed","1154750628",2015-10-25,"Sitios caidos","Hay 158 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","72","closed","1154750628",2015-08-17,"Sitios caidos","Hay 221 ligas rotas de 16 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","304","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
"256154528","null","153","closed","1154750628",2015-08-25,"Sitios caidos","Hay 226 ligas rotas de 18 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","485","closed","1154750628",2015-09-04,"Documentar creación de macros","uso de macros de inventarios y creación en general","null"
"256154528","null","879","closed","1154750628",2015-09-29,"Sitios caidos","Hay 282 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","downtime"
"256154528","null","930","closed","1154750628",2015-10-06,"Sitios caidos","Hay 202 ligas rotas de 1 instituciones.\n\n            El informe completo se encuentra en","alerta-automatica"
"256154528","null","285","closed","1149752857",2015-08-28,"Listado de conjuntos y recursos ya publicados","Estimados Enlaces y Administradores de Datos Abiertos\n\nEn seguimiento al correo recordatorio sobre el Paso 1.2 Crear un Inventario Institucional de Datos, enviado por la Mtra. Ania Calderón, les escribo puesto que la institución que ustedes representan ya publica Datos Abiertos en datos.gob.mx.\n\nDebido a lo anterior, para facilitar el desarrollo de este paso, nos permitimos enviar un listado con los conjuntos y recursos que su institución tiene publicados, a manera de que estos conjuntos sean incluidos como base para construir el Inventario.\n\nCon lo anterior, buscamos capitalizar los avances que su institución ha realizado,  y fomentar que los Datos Abiertos que hoy se encuentran publicados en datos.gob.mx sigan estando a disposición del público.\n\nDe existir cualquier duda al respecto, les recordamos que la mesa de apoyo está disponible enviando un correo a e<mailto","null"
